artist,song,tag,content,tag_2,prompt_baseline_gemma,sentence,generated_content,id
Harry Styles,Adore You,[Pre-Chorus: Harry Styles],"You don't have to say you love me
I just wanna tell you somethin'
Lately, you've been on my mind",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Adore You"" in the style of ""Harry Styles"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Adore You"" in the style of ""Harry Styles"". Generate only 4 sentences.","(Piano melody fades in, gentle and melancholic)
Shadows linger in the streetlights, casting you in gold
Your laughter hangs like whispers, secrets I unfold
Your eyes reflect a galaxy, I get lost in your glow
And I just want to stay here, forever letting love overflow.",389
Harry Styles,Adore You,[Chorus: Harry Styles],"Honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Oh, honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Like it's the only thing I'll ever do
Like it's the only thing I'll ever do",[Chorus],"Write the [Chorus] of a song titled ""Adore You"" in the style of ""Harry Styles"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Adore You"" in the style of ""Harry Styles"". Generate only 4 sentences.","(Chorus)
Adore you in the morning light,
Golden glow on your sleeping sight.
Every whispered word, a gentle sigh,
In your arms, I learn to fly.",390
Harry Styles,Adore You,[Bridge: Amy Allen],"It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do",[Bridge],"Write the [Bridge] of a song titled ""Adore You"" in the style of ""Harry Styles"". Generate only 4 sentences.","Write the [Bridge] of a song titled ""Adore You"" in the style of ""Harry Styles"". Generate only 4 sentences.","Shadows stretching long, your laughter fills the night
Golden glow on skin, a hazy, moonlit sight
Your eyes reflect the stars, a universe inside
Adore you in the silence, with every whispered tide.",391
Harry Styles,Adore You,[Chorus: Harry Styles & Amy Allen],"I'd walk through fire for you
Just let me adore you
Oh, honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Like it's the only thing I'll ever do (Ah-ah-ah)
(It's the only thing I'll ever do, it's the only thing I'll ever do)
I'd walk through fire for you (It's the only thing I'll ever do)
Just let me adore you
Oh, honey (Ah-ah-ah), oh, honey
(It's the only thing I'll ever do, it's the only thing I'll ever do)
I'd walk through fire for you (It's the only thing I'll ever do)
Just let me adore you (It's the only thing I'll ever do)",[Chorus],"Write the [Chorus] of a song titled ""Adore You"" in the style of ""Harry Styles"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Adore You"" in the style of ""Harry Styles"". Generate only 4 sentences.","(Chorus)
Sunsets bleeding gold, painting shadows on the wall
Your laughter like a melody, making shadows fall
I wanna wander in your arms, where peace can gently call
Adore you, love you endlessly, more than words can recall.",392
Harry Styles,Adore You,[Outro: Harry Styles],"Ooh, ooh
Oh, honey
Ooh, ooh
Just let me adore you
Like it's the only thing I'll ever do",[Outro],"Write the [Outro] of a song titled ""Adore You"" in the style of ""Harry Styles"". Generate only 4 sentences.","Write the [Outro] of a song titled ""Adore You"" in the style of ""Harry Styles"". Generate only 4 sentences.","The echoes fade, a whisper remains,
Adoring eyes, a gentle refrain.
In your touch, a world of light,
Adore you endlessly through the night.",393
Harry Styles,Medicine,[Verse 1],"Here to take my medicine, take my medicine
Treat you like a gentleman
Give me that adrenaline, that adrenaline
Think I'm gonna stick with it
I'm here to take my medicine, take my medicine
Rest it on my fingertips
And up to your mouth, I'm feelin' it out
I'm feelin' it now (Da, da, da, da)",[Verse],"Write the [Verse] of a song titled ""Medicine"" in the style of ""Harry Styles"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Medicine"" in the style of ""Harry Styles"". Generate only 4 sentences.","(Verse)
Sun bleeds into dusty air, shadows stretching long and thin
Empty bottles line the counter, whispers of a restless win
But in the silence of this morning, I'm reaching for a cure
For the ache in my heart, a remedy to this lonely cure.",394
Harry Styles,Medicine,[Pre-Chorus],"I had a few, got drunk on you, and now I'm wasted
And when I sleep I'm gonna dream of how you t—",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Medicine"" in the style of ""Harry Styles"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Medicine"" in the style of ""Harry Styles"". Generate only 4 sentences.","(Pre-Chorus)
Heartbeat like a rusty gate,
Slow and creaking, shadows cast.
Need a remedy for this aching state,
Something to mend this broken fate.",395
Harry Styles,Medicine,[Chorus],"If you go out tonight, I'm going out 'cause I know you're persuasive
You got that something, I got me an appetite, now I can taste it
We're getting dizzy, oh, we're getting dizzy, oh
La-la-la-la-da
We're getting dizzy, oh, we're getting dizzy, oh
La-la-la-la-da",[Chorus],"Write the [Chorus] of a song titled ""Medicine"" in the style of ""Harry Styles"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Medicine"" in the style of ""Harry Styles"". Generate only 4 sentences.","(Chorus)
Honey, you're the remedy I crave,
Your touch a cure for all the days I rave.
You're the whispered words I need to save,
In your arms, my broken heart you rearrange.",396
Harry Styles,Medicine,[Verse 2],"Tingle running through my bones, fingers to my toes
Tingle running through my bones
The boys and the girls are in
I mess around with him
And I'm okay with it (Oh-ah)
You might also like",[Verse],"Write the [Verse] of a song titled ""Medicine"" in the style of ""Harry Styles"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Medicine"" in the style of ""Harry Styles"". Generate only 4 sentences.","(Verse)
Sun sets on another day, shadows stretching long and gray
Empty pillbox on the bedside stand, whispers of a healing hand
Taste of bitter lemon, taste of fear, but in the morning, I'll be clear
Medicine in honey, bitter-sweet, a fragile balance, hope to meet.",397
Harry Styles,Medicine,[Pre-Chorus],"I'm coming down, I figured out I kinda like it
When I'm all out, I'll think about the way you— (Ha)",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Medicine"" in the style of ""Harry Styles"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Medicine"" in the style of ""Harry Styles"". Generate only 4 sentences.","(Pre-Chorus)
Shadows linger in the morning light
Empty bottles, echoes in the night
But I'm reaching for something different this time
A remedy for the darkness in my mind",398
Harry Styles,Medicine,[Chorus],"If you go out tonight, I'm going out 'cause I know you're persuasive
You got that something, I got me an appetite, now I can taste it
We're getting dizzy, oh, we're getting dizzy, oh
La-la-la-la-da
We're getting dizzy, oh, we're getting dizzy, oh
La-la-la-la-da",[Chorus],"Write the [Chorus] of a song titled ""Medicine"" in the style of ""Harry Styles"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Medicine"" in the style of ""Harry Styles"". Generate only 4 sentences.","(Chorus)
Sweet relief in the morning light,
Shadows stretching, holding tight.
Your touch like a whisper in the night,
Medicine to soothe this restless plight.",399
Harry Styles,Medicine,[Bridge],"Getting dizzy now
Da-da-da, yeah
Ow!",[Bridge],"Write the [Bridge] of a song titled ""Medicine"" in the style of ""Harry Styles"". Generate only 4 sentences.","Write the [Bridge] of a song titled ""Medicine"" in the style of ""Harry Styles"". Generate only 4 sentences.","(Bridge)
Shadows linger in the air, a quiet kind of rain
Your touch, a gentle tremor, erases all the pain
Like a whispered lullaby, a melody so sweet
You're the medicine I need, to make my soul complete.",400
Harry Styles,Medicine,[Breakdown],"I had a few, got drunk on you, and now I'm wasted",[Breakdown],"Write the [Breakdown] of a song titled ""Medicine"" in the style of ""Harry Styles"". Generate only 4 sentences.","Write the [Breakdown] of a song titled ""Medicine"" in the style of ""Harry Styles"". Generate only 4 sentences.","""Medicine"" starts with a gentle piano melody, reminiscent of a hushed whisper in the night. Layers of ethereal synths build, weaving around Harry's hushed vocals as he sings of a love so powerful it feels like a remedy for whatever ails you. The song builds to a crescendo, bursting with a driving rhythm and soaring harmonies, before fading back to its intimate origins.",401
Harry Styles,Medicine,[Chorus],"If you go out tonight, I'm going out 'cause I know you're persuasive (I know you're persuasive)
You got me something, I got me an appetite, now I can taste it (Now I can taste it)
We're getting dizzy, oh, we're getting dizzy, oh
La-la-la-la-da
We're getting dizzy, oh, we're getting dizzy, oh
La-la-la-la-da",[Chorus],"Write the [Chorus] of a song titled ""Medicine"" in the style of ""Harry Styles"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Medicine"" in the style of ""Harry Styles"". Generate only 4 sentences.","(Chorus)
Honey, you're the remedy I crave,
Your touch, a gentle wave, erases all the save.
You're the whispered words that calm the storm,
My medicine, you keep me warm.",402
James Arthur,Naked,[Verse 1],"Hey, you there
Can we take it to the next level, baby, do you dare?
Don't be scared
'Cause if you can say the words, I don't know why I should care",[Verse],"Write the [Verse] of a song titled ""Naked"" in the style of ""James Arthur"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Naked"" in the style of ""James Arthur"". Generate only 4 sentences.","(Verse)
Skin on skin, vulnerability, exposed
Heartbeat racing, whispers start to explode
Naked in this moment, stripped of every wall
Vulnerable to the touch, a whispered call.",403
James Arthur,Naked,[Pre-Chorus],"'Cause here I am, I'm givin' all I can
But all you ever do is mess it up
Yeah, I'm right here, I'm tryin' to make it clear
That getting half of you just ain't enough",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Naked"" in the style of ""James Arthur"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Naked"" in the style of ""James Arthur"". Generate only 4 sentences.","Heartbeat like a drum in my chest,
Skin on skin, we're stripped bare, no test.
Vulnerable and wide open, secrets shared in whispers low.
Naked truth, stripped clean, nowhere left to go.",404
James Arthur,Naked,[Chorus],"I'm not gonna wait until you're done
Pretending you don't need anyone
I'm standing here naked (Naked, naked)
I'm standing here naked (Naked, naked)
I'm not gonna try 'til you decide
You're ready to swallow all your pride
I'm standing here naked (Naked, naked)
I'm standing here naked (Naked, naked)",[Chorus],"Write the [Chorus] of a song titled ""Naked"" in the style of ""James Arthur"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Naked"" in the style of ""James Arthur"". Generate only 4 sentences.","(Chorus)
Skin on skin, vulnerability divine
Heartbeat echoes in the moonlight, fine
Naked hearts, stripped of all their lines
In this embrace, secrets unwind.",405
James Arthur,Naked,[Verse 2],"Hey, get out
I've got nothin' left to give and you give me nothin' now
Read my mouth
If you ever want me back, then your walls need breakin' down
See James Arthur LiveGet tickets as low as $51You might also like",[Verse],"Write the [Verse] of a song titled ""Naked"" in the style of ""James Arthur"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Naked"" in the style of ""James Arthur"". Generate only 4 sentences.","(Verse)
Skin on skin, vulnerability, a whispered plea
Heartbeat loud, a naked honesty, you and me
Eyes meet in the mirror, reflection in your gaze
Two souls stripped bare, a raw connection in this space.",406
James Arthur,Naked,[Pre-Chorus],"'Cause here I am, I'm givin' all I can
But all you ever do is mess it up (All you ever do)
Yeah, I'm right here, I'm tryin' to make it clear
Getting half of you just ain't enough",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Naked"" in the style of ""James Arthur"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Naked"" in the style of ""James Arthur"". Generate only 4 sentences.","(Pre-Chorus)
Skin on skin, vulnerability,
Heartbeat echoes in the silence of this room.
Nakedness unraveling, layers stripped away,
Two souls exposed, secrets whispered in the shade.",407
James Arthur,Naked,[Chorus],"I'm not gonna wait until you're done
Pretending you don't need anyone
I'm standing here naked (Naked, naked)
I'm standing here naked (Naked, naked)
I'm not gonna try 'til you decide
You're ready to swallow all your pride
I'm standing here naked (Naked, naked)
I'm standing here naked (Naked, naked)",[Chorus],"Write the [Chorus] of a song titled ""Naked"" in the style of ""James Arthur"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Naked"" in the style of ""James Arthur"". Generate only 4 sentences.","(Chorus)
Naked, stripped down, vulnerability's a crown
Vulnerable to love, every whispered doubt drowned
Heartbeat like a drum, echoing in this hollow room
Naked, stripped down, but I'm finally coming into bloom.",408
James Arthur,Naked,[Bridge],"Oh, I wanna give you everything
Wanna give you everything
Oh, I, I wanna give you everything
I wanna give you everything, oh",[Bridge],"Write the [Bridge] of a song titled ""Naked"" in the style of ""James Arthur"". Generate only 4 sentences.","Write the [Bridge] of a song titled ""Naked"" in the style of ""James Arthur"". Generate only 4 sentences.","Heartbeat like a drum in my chest,
Skin on skin, vulnerability confessed.
Naked truth, stripped of all the rest,
Vulnerability's a melody, a desperate quest.",409
James Arthur,Naked,[Chorus],"I'm not gonna wait until you're gone
'Cause you pretend that you don't need anyone
Can't you see that I'm naked (Naked, naked)
Oh, see that I'm naked (Naked, naked)
I'm not gonna try 'til you decide
You're ready to swallow all your pride (Swallow your pride)
I'm standing here naked (I'm standing here naked, naked, naked)
I'm standing here naked (I'm standing, I'm standing here)",[Chorus],"Write the [Chorus] of a song titled ""Naked"" in the style of ""James Arthur"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Naked"" in the style of ""James Arthur"". Generate only 4 sentences.","(Chorus)
Skin on skin, vulnerability,
Heartbeat loud, a primal symphony.
Naked truth, stripped of all disguise,
Two souls in the raw, beneath the moonlight's eyes.",410
James Arthur,Naked,[Outro],"I'm standing
I'm standing here",[Outro],"Write the [Outro] of a song titled ""Naked"" in the style of ""James Arthur"". Generate only 4 sentences.","Write the [Outro] of a song titled ""Naked"" in the style of ""James Arthur"". Generate only 4 sentences.","(Piano fades out, leaving a gentle silence)

Naked truth, stripped down to the bone,
Vulnerable echoes in this fading tone.
Time to rise, wings spread, free and bold,
Naked, but never more truly gold.",411
James Blunt,Cold,[Verse 1],"It’s been lonely
Tryna get your attention from a thousand miles away
And you know me
Always overthinking the worst possibilities
Yeah, we both know
In between you and me, there’s an ocean
Castaway in a sea and it’s frozen
I’m exposed, can’t you see? All I need is a little warmth",[Verse],"Write the [Verse] of a song titled ""Cold"" in the style of ""James Blunt"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Cold"" in the style of ""James Blunt"". Generate only 4 sentences.","(Verse)
Sun bleeds out, paints the sky in gray
Shadows stretch like whispers in the bay
Empty streetlamps cast a lonely glow
Cold whispers follow, secrets only shadows know",412
James Blunt,Cold,[Chorus],"Without your arms around me, without you on my skin
Without you on my body, I’m sorry, I’m sorry
I don’t mean to be desperate or pretend that I’m not torn
But I don’t want to let go of the things that keep me warm
Without you, I’m just cold",[Chorus],"Write the [Chorus] of a song titled ""Cold"" in the style of ""James Blunt"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Cold"" in the style of ""James Blunt"". Generate only 4 sentences.","(Chorus)
Sun bleeds out, paints the sky in gold
Shadows stretch like stories untold
Your touch, a whisper, cold as the night unfolds
But in your arms, warmth I'll find, I'm told.",413
James Blunt,Cold,[Verse 2],"I built a little boat
With a sail from the memories I’ve been collecting
And I’ll hold out
For the wind to blow me, take me home the whole way, in your direction
Yeah, we both know
In between you and me, there’s an ocean
And I’m just trying to get a little closer
Pull me in, 'cause I’m here, and all I need is little warmth
See James Blunt LiveGet tickets as low as $13You might also like",[Verse],"Write the [Verse] of a song titled ""Cold"" in the style of ""James Blunt"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Cold"" in the style of ""James Blunt"". Generate only 4 sentences.","(Verse)
Sun bleeds out, paints the sky in gray
Shadows stretch, whispers start to play
Empty street, a melody unheard
Cold whispers linger, secrets stirred.",414
James Blunt,Cold,[Chorus],"Without your arms around me, without you on my skin
Without you on my body, I’m sorry, I’m sorry
I don’t mean to be desperate or pretend that I’m not torn
But I don’t want to let go of the things that keep me warm
Without you, I’m just cold
Without you, I’m just cold",[Chorus],"Write the [Chorus] of a song titled ""Cold"" in the style of ""James Blunt"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Cold"" in the style of ""James Blunt"". Generate only 4 sentences.","(Chorus)
Cold wind whispers secrets in the night,
Shadows stretching long, a haunting sight.
Memories echo in this empty space,
A love that faded, leaving only a trace.",415
James Blunt,Cold,[Bridge],"And I need a little fire and you’re my gasoline
Light me up, I’m burning with all these things I feel
I’ll always hold this flame for you but it’s naked on the breeze
So let me in, don’t lock me out, don't cast me out to sea",[Bridge],"Write the [Bridge] of a song titled ""Cold"" in the style of ""James Blunt"". Generate only 4 sentences.","Write the [Bridge] of a song titled ""Cold"" in the style of ""James Blunt"". Generate only 4 sentences.","The silence hangs like a shroud,
Shadows stretching, whispers shroud.
Memories like ghosts I can't erase,
Frozen heart, a cold embrace.",416
James Blunt,Cold,[Chorus],"Without your arms around me, without you on my skin
Without you on my body, I’m sorry, I’m sorry
I don’t mean to be desperate or pretend that I’m not torn
But I don’t want to let go of the things that keep me warm
Without you, I’m just cold
Without you, I’m just cold",[Chorus],"Write the [Chorus] of a song titled ""Cold"" in the style of ""James Blunt"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Cold"" in the style of ""James Blunt"". Generate only 4 sentences.","(Chorus)
Sun sets low, paints the sky in gold
But you're a shadow, cold as winter's hold
Words like whispers, lost in the bitter cold
Guess I'll keep on walking, 'fore this story's told.",417
James Blunt,High,[Verse 1],"Beautiful dawn
Lights up the shore for me
There is nothing else in the world
I'd rather wake up and see with you",[Verse],"Write the [Verse] of a song titled ""High"" in the style of ""James Blunt"". Generate only 4 sentences.","Write the [Verse] of a song titled ""High"" in the style of ""James Blunt"". Generate only 4 sentences.","(Verse)
Sun bleeds gold across the land, shadows stretching hand to hand
Empty street, a whispered sigh, echoes hanging in the sky
Heartbeat quickens, pulse in tune, with the rhythm of the afternoon
High on hope, on whispered dreams, on the wings of fading screams.",418
James Blunt,High,[Verse 2],"Beautiful dawn
I'm just chasing time again
Thought I would die a lonely man
In endless night",[Verse],"Write the [Verse] of a song titled ""High"" in the style of ""James Blunt"". Generate only 4 sentences.","Write the [Verse] of a song titled ""High"" in the style of ""James Blunt"". Generate only 4 sentences.","(Verse)
Sun bleeds gold into the setting sky,
Shadows stretching long, a whispered goodbye.
Heartbeat echoes in the hollow night,
High on memories, reaching for the light.",419
James Blunt,High,[Chorus],"But now I'm high
Running wild among all the stars above
Sometimes it's hard to believe you remember me",[Chorus],"Write the [Chorus] of a song titled ""High"" in the style of ""James Blunt"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""High"" in the style of ""James Blunt"". Generate only 4 sentences.","(Chorus)
Heartbeat stumbles, senses in a haze
Gravity's a whisper in a daze
Reaching for the stars, but feeling out of place
High on something more than just this empty space.",420
James Blunt,High,[Verse 3],"Beautiful dawn (Beautiful dawn)
Melts with the stars again
Do you remember the day when my journey began?
Will you remember the end of time?
Beautiful dawn (Beautiful dawn)
You're just blowing my mind again
Thought I was born to endless night, until you shine
See James Blunt LiveGet tickets as low as $13You might also like",[Verse],"Write the [Verse] of a song titled ""High"" in the style of ""James Blunt"". Generate only 4 sentences.","Write the [Verse] of a song titled ""High"" in the style of ""James Blunt"". Generate only 4 sentences.","(Verse)
Sun bleeds gold through dusty pane,
Shadows stretching in this tired frame.
Empty bottles whisper tales of nights,
Sleep's a melody, a distant light.",421
James Blunt,High,[Chorus],"High
Running wild among all the stars above
Sometimes it's hard to believe you remember me",[Chorus],"Write the [Chorus] of a song titled ""High"" in the style of ""James Blunt"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""High"" in the style of ""James Blunt"". Generate only 4 sentences.","(Chorus)
Sun bleeds into golden, shadows stretching long,
Heartbeat like a metronome, keeping rhythm strong.
Headlights pierce the darkness, stars like distant lights,
High on hope and laughter, dancing through the night.",422
James Blunt,High,[Bridge],"Will you be my shoulder when I'm grey and older?
Promise me tomorrow starts with you",[Bridge],"Write the [Bridge] of a song titled ""High"" in the style of ""James Blunt"". Generate only 4 sentences.","Write the [Bridge] of a song titled ""High"" in the style of ""James Blunt"". Generate only 4 sentences.","The city lights like diamonds, scattered on the night,
Memories of whispered promises, holding tight.
But the moon above, a silver dime, reflects in tear-stained eyes,
Lost in this dizzying climb, reaching for the skies.",423
James Blunt,High,[Chorus],"Getting high
Running wild among all the stars above
Sometimes it's hard to believe you remember me
High
Running wild among all the stars above
Sometimes it's hard to believe you remember me",[Chorus],"Write the [Chorus] of a song titled ""High"" in the style of ""James Blunt"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""High"" in the style of ""James Blunt"". Generate only 4 sentences.","(Chorus)
Heartbeat like a drum in overdrive
Syncing with the rhythm of the rising tide
Let's chase the stars, embrace the open sky
High above the clouds, you and I.",424
Jason Derulo,Whatcha Say,"[Intro: Imogen Heap, J.R. Rotem]",Wha-wha-wha-wha-what did she say? (J-J-J-J-J.R.),[Intro],"Write the [Intro] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","Write the [Intro] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","(Uplifting, rhythmic piano melody begins)

Whatcha say, is it time to play?
Got a feeling we can't fade away
Heartbeat's pumping, got the rhythm in our veins
Let's lose ourselves in the sweet refrain.",425
Jason Derulo,Whatcha Say,[Chorus: Imogen Heap & Jason Derulo],"Mm, whatcha say?
Oh, that you only meant well?
Well, of course, you did
Mm, whatcha say? (Jason Derulo)
Mm, that it's all for the best?
Of course, it is",[Chorus],"Write the [Chorus] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","(Chorus)
Whatcha say, I wanna hear your vibe
Tell me how you're feelin', under the moonlight
Got a rhythm in my soul, a feeling inside
Let's make some magic, side by side.",426
Jason Derulo,Whatcha Say,[Verse 1: Jason Derulo],"I (I) was so wrong (Wrong) for so long (Long)
Only tryna please myself (Myself)
Girl, I (I) was caught up (Up) in her lust (Lust)
When I don't really want no one else, so no
I know I shoulda treated you better
But me and you were meant to last forever",[Verse],"Write the [Verse] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","(Verse)
Heartbeat like a drum, bass thumpin' in my chest
Eyes locked on your smile, ain't no time for second guesses best
Got a feeling in my bones, tells me this ain't just a test
Whatcha say we take a chance, leave the past in the rest?",427
Jason Derulo,Whatcha Say,[Pre-Chorus: Jason Derulo],"So let me in (Let me in)
Give me another chance (Another chance)
To really be your man (Oh)
'Cause when the roof caved in and the truth came out
I just didn't know what to do
But when I become a star, we'll be livin' so large
I'll do anything for you
So tell me, girl
See Jason Derulo LiveGet tickets as low as $43You might also like",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","(Pre-Chorus)
Heartbeat like a drum, pulsing in the night
Eyes locked, a spark, like a shooting light
Got a feeling deep inside, can't explain just right
Tell me whatcha say, 'bout this feeling in the moonlight.",428
Jason Derulo,Whatcha Say,[Chorus: Imogen Heap & Jason Derulo],"Mm, whatcha say?
Oh, that you only meant well?
Well, of course, you did
Mm, whatcha say? (Oh, whatcha say? Whatcha say?)
Mm, that it's all for the best?
Of course, it is
Mm, whatcha say?
Oh, that you only meant well?
Well, of course, you did
Mm, whatcha say? (Oh, whatcha say? Whatcha say?)
Wha-wha-wha-wha-what did she say?",[Chorus],"Write the [Chorus] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","(Chorus)
Whatcha say, you feeling alright?
Pulse is pumpin', body's in the light
Got a rhythm takin' over, feel the soul ignite
Tell me what you wanna do, under the neon tonight.",429
Jason Derulo,Whatcha Say,[Verse 2: Jason Derulo],"How (How) could I live (Live) with myself (Self)
Knowin' that I let our love go? (Love go)
And ooh (Ooh), what I'd do (Do) with one chance (Chance)
I just gotta let you know
I know what I did wasn't clever
But me and you we're meant to be together",[Verse],"Write the [Verse] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","(Verse)
Heartbeat like a drum, bass thumpin' in my chest
Eyes locked on you, ain't no time for second guesses
Tell me whatcha say, 'bout this connection we possess
Got a feeling in my soul, tell me where this journey goes next",430
Jason Derulo,Whatcha Say,[Pre-Chorus: Jason Derulo],"So let me in (Let me in)
Give me another chance (Another chance)
To really be your man (Oh)
'Cause when the roof caved in and the truth came out
I just didn't know what to do
But when I become a star, we'll be livin' so large
I'll do anything for you
So tell me, girl",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","(Pre-Chorus)
Heartbeat like a drum, bass thumpin' in my chest
Got a feeling takin' hold, ain't no turnin' back, no rest
Eyes meet across the room, sparks ignite, a sudden rush
Whatcha say we lose control, let's dance in the after crush?",431
Jason Derulo,Whatcha Say,[Chorus: Imogen Heap & Jason Derulo],"Mm, whatcha say?
Oh, that you only meant well?
Well, of course, you did
Mm, whatcha say? (Oh, whatcha say? Whatcha say?)
Mm, that it's all for the best?
Of course, it is
Mm, whatcha say?
Oh, that you only meant well?
Well, of course, you did
Mm, whatcha say? (Oh, whatcha say? Whatcha say?)
Wha-wha-wha-wha-what did she say?",[Chorus],"Write the [Chorus] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","(Chorus)
Whatcha say, I'm hearin' the beat
Heartbeat syncopated, can't be beat
Got a rhythm in my soul, feel it in my feet
Let's move together, can't hold it back, sweet!",432
Jason Derulo,Whatcha Say,[Bridge: Jason Derulo & Imogen Heap],"Girl, tell me what you say, I (Say, I)
I don't want you to leave me, though you caught me cheatin'
Tell me, tell me what you say, I (Say, I)
I really need you in my life 'cause things ain't right, girl
Tell me, tell me what you say, I (Say, I)
I don't want you to leave me, though you caught me cheatin'
Tell me, tell me what you say, I (Say, I)
I really need you in my life 'cause things ain't right (Oh-oh-ohh)",[Bridge],"Write the [Bridge] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","Write the [Bridge] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","(Bridge)
Heartbeat like a drum, steady and strong
Pulse in the bass, feel the rhythm's song
Words unspoken, but eyes meet in the night
Something unspoken, something burning bright.",433
Jason Derulo,Whatcha Say,[Pre-Chorus: Jason Derulo & Imogen Heap],"'Cause when the roof caved in and the truth came out
I just didn't know what to do (I just didn't know what to do, mm)
But when I become a star, we'll be livin' so large
I'll do anything for you
So, baby, what you say?",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Whatcha Say"" in the style of ""Jason Derulo"". Generate only 4 sentences.","(Pre-Chorus)
Heartbeat like a drum in my chest
Anxiety's got me second guessing all this mess
But then your eyes meet mine, a spark ignites
Suddenly I know, it's you and your moonlight tonight.",434
